,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Web Link
140,Mini Golf King - Multiplayer Game,GAME,4.5,531458,100M,"5,000,000+",Free,0,Everyone,Sports,"July 20, 2018",3.04.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.pnixgames.minigolfking
141,PUBG MOBILE,GAME,4.4,3714270,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up,
142,Flip the Gun - Simulator Game,GAME,4.2,195558,86M,"10,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",1.2,5.0 and up,
143,Mad Skills BMX 2,GAME,4.5,29940,80M,"1,000,000+",Free,0,Everyone,Action,"July 26, 2018",1.1.4,4.1 and up,https://play.google.com/store/apps/details?id=com.turborilla.bmx2
144,Wordscapes,GAME,4.8,230727,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,https://play.google.com/store/apps/details?id=com.peoplefun.wordcross
145,"MMX Hill Dash 2 – Offroad Truck, Car & Bike Racing",GAME,4.4,41975,79M,"1,000,000+",Free,0,Everyone,Racing,"July 19, 2018",3.00.11034,5.0 and up,https://play.google.com/store/apps/details?id=com.hutchgames.hilldash2
146,Word Link,GAME,4.6,216675,30M,"10,000,000+",Free,0,Everyone,Word,"August 1, 2018",2.2.7,4.1 and up,https://play.google.com/store/apps/details?id=com.word.puzzle.game.connect
147,Last Day on Earth: Survival,GAME,4.5,2311785,87M,"10,000,000+",Free,0,Teen,Action,"August 1, 2018",1.9.3,4.1 and up,https://play.google.com/store/apps/details?id=zombie.survival.craft.z
148,MARVEL Strike Force,GAME,4.3,165888,91M,"5,000,000+",Free,0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up,
149,Partymasters - Fun Idle Game,GAME,4.6,541144,63M,"10,000,000+",Free,0,Teen,Arcade,"July 12, 2018",1.2.5,5.0 and up,https://play.google.com/store/apps/details?id=com.playgendary.partymasters
150,Harry Potter: Hogwarts Mystery,GAME,4.4,1107310,Varies with device,"10,000,000+",Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,https://play.google.com/store/apps/details?id=com.tinyco.potter
151,Offroad Outlaws,GAME,4.4,29168,Varies with device,"1,000,000+",Free,0,Everyone,Racing,"May 29, 2018",2.0.1,4.1 and up,https://play.google.com/store/apps/details?id=com.battlecreek.offroadoutlaws
152,Grim Soul: Dark Fantasy Survival,GAME,4.5,189773,95M,"5,000,000+",Free,0,Teen,Role Playing,"July 18, 2018",1.1.1,4.1 and up,https://play.google.com/store/apps/details?id=fantasy.survival.game.rpg
153,DRAGON BALL LEGENDS,GAME,4.6,337752,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,https://play.google.com/store/apps/details?id=com.bandainamcoent.dblegends_ww
154,Disney Heroes: Battle Mode,GAME,4.6,102107,Varies with device,"5,000,000+",Free,0,Everyone 10+,Strategy,"July 31, 2018",1.2.2,Varies with device,https://play.google.com/store/apps/details?id=com.perblue.disneyheroes
155,Homescapes,GAME,4.6,3093358,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,https://play.google.com/store/apps/details?id=com.playrix.homescapes
156,New YAHTZEE® With Buddies Dice Game,GAME,4.1,42079,93M,"5,000,000+",Free,0,Everyone,Board,"July 5, 2018",5.6.5,4.1 and up,
157,Word Crossy - A crossword game,GAME,4.5,240416,53M,"5,000,000+",Free,0,Everyone,Word,"August 1, 2018",2.2.3,4.0.3 and up,https://play.google.com/store/apps/details?id=com.fillword.cross.wordmind.en
158,MLB TAP SPORTS BASEBALL 2018,GAME,4.6,32506,82M,"1,000,000+",Free,0,Everyone,Sports,"June 27, 2018",1.2.1,4.2 and up,
159,Hero Hunters,GAME,4.4,70747,99M,"5,000,000+",Free,0,Teen,Action,"July 31, 2018",1.7,4.4 and up,https://play.google.com/store/apps/details?id=com.hotheadgames.google.free.survivors
160,Cooking Madness - A Chef's Restaurant Games,GAME,4.7,358817,49M,"10,000,000+",Free,0,Everyone,Arcade,"July 30, 2018",1.2.2,4.1 and up,https://play.google.com/store/apps/details?id=com.biglime.cookingmadness
161,Ice Crush 2018 - A new Puzzle Matching Adventure,GAME,4.6,15403,25M,"1,000,000+",Free,0,Everyone,Casual,"August 2, 2018",1.8.1,4.1 and up,
162,TerraGenesis - Space Colony,GAME,4.3,38957,Varies with device,"1,000,000+",Free,0,Everyone,Simulation,"August 2, 2018",4.9.31,Varies with device,
163,Merge Dragons!,GAME,4.5,214777,91M,"5,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3.6.0,4.1 and up,https://play.google.com/store/apps/details?id=com.gramgames.mergedragons
164,SHADOWGUN LEGENDS,GAME,4.6,100609,52M,"1,000,000+",Free,0,Teen,Action,"July 16, 2018",0.5.4,6.0 and up,
165,RULES OF SURVIVAL,GAME,4.2,1343866,56M,"10,000,000+",Free,0,Teen,Action,"August 1, 2018",1.180271.184729,4.0 and up,https://play.google.com/store/apps/details?id=com.netease.chiji
166,Mafia City,GAME,4.5,168717,56M,"10,000,000+",Free,0,Mature 17+,Strategy,"August 3, 2018",1.3.205,2.3 and up,https://play.google.com/store/apps/details?id=com.yottagames.mafiawar
167,"Cash, Inc. Money Clicker Game & Business Adventure",GAME,4.8,549720,85M,"10,000,000+",Free,0,Everyone,Simulation,"July 19, 2018",2.1.1.4.0,4.4 and up,https://play.google.com/store/apps/details?id=com.alegrium.cong2
168,Dino War: Rise of Beasts,GAME,4.1,18996,81M,"1,000,000+",Free,0,Teen,Strategy,"August 1, 2018",1.5.2,4.1 and up,https://play.google.com/store/apps/details?id=com.kingsgroup.rob
169,Tokyo Ghoul: Dark War,GAME,4.3,25094,82M,"1,000,000+",Free,0,Teen,Role Playing,"July 6, 2018",1.2.0,4.3 and up,https://play.google.com/store/apps/details?id=org.gamesamba.TokyoGhoul
170,Last Shelter: Survival,GAME,4.4,93033,98M,"5,000,000+",Free,0,Teen,Strategy,"August 4, 2018",1.250.078,4.0.3 and up,https://play.google.com/store/apps/details?id=com.more.dayzsurvival.gp
171,Guns of Glory,GAME,4.0,120592,77M,"10,000,000+",Free,0,Everyone 10+,Strategy,"July 31, 2018",2.0.2,4.0.3 and up,
172,Lineage 2: Revolution,GAME,4.2,187972,99M,"5,000,000+",Free,0,Teen,Role Playing,"July 11, 2018",1.05.20,4.4 and up,https://play.google.com/store/apps/details?id=com.netmarble.lin2ws
173,Final Fantasy XV: A New Empire,GAME,4.0,484981,Varies with device,"10,000,000+",Free,0,Everyone 10+,Strategy,"June 15, 2018",3.30.4.83,4.1 and up,https://play.google.com/store/apps/details?id=com.epicactiononline.ffxv.ane
174,Girls' Frontline,GAME,4.2,2055,96M,"100,000+",Free,0,Teen,Strategy,"May 18, 2018",2.0081_206,4.0.3 and up,https://play.google.com/store/apps/details?id=com.sunborn.girlsfrontline.en
175,Chapters: Interactive Stories,GAME,4.5,73539,96M,"1,000,000+",Free,0,Mature 17+,Role Playing,"August 2, 2018",1.3.3,4.3 and up,https://play.google.com/store/apps/details?id=com.mars.avgchapters
176,Honkai Impact 3rd,GAME,4.7,59017,82M,"1,000,000+",Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,https://play.google.com/store/apps/details?id=com.miHoYo.bh3global
177,Master of Eternity(MOE),GAME,4.2,5829,70M,"100,000+",Free,0,Teen,Strategy,"July 26, 2018",1.8.2,4.4 and up,
178,The Game of Life,GAME,4.4,18621,63M,"100,000+",Paid,$2.99,Everyone,Board,"July 4, 2018",2.1.2,4.4 and up,https://play.google.com/store/apps/details?id=com.marmalade.golmobile
179,Clue,GAME,4.6,19922,35M,"100,000+",Paid,$1.99,Everyone 10+,Board,"July 30, 2018",2.2.5,5.0 and up,https://play.google.com/store/apps/details?id=com.marmalade.cluedogame
180,The Room: Old Sins,GAME,4.9,21119,48M,"100,000+",Paid,$4.99,Everyone,Puzzle,"April 18, 2018",1.0.1,4.4 and up,https://play.google.com/store/apps/details?id=com.FireproofStudios.TheRoom4
181,The Escapists,GAME,4.4,7412,84M,"100,000+",Paid,$4.99,Teen,Strategy,"April 26, 2018",1.1.0,2.3 and up,
182,Farming Simulator 18,GAME,4.5,18125,15M,"100,000+",Paid,$4.99,Everyone,Simulation;Education,"July 9, 2018",Varies with device,4.4 and up,https://play.google.com/store/apps/details?id=com.giantssoftware.fs18.google
183,RollerCoaster Tycoon® Classic,GAME,4.6,10795,69M,"100,000+",Paid,$5.99,Everyone,Simulation,"December 21, 2017",1.2.1.1712080,4.0.3 and up,https://play.google.com/store/apps/details?id=com.atari.mobile.rctclassic
184,Call of Duty:Black Ops Zombies,GAME,4.2,13004,46M,"100,000+",Paid,$6.99,Teen,Action,"December 20, 2016",1.0.11,2.3.3 and up,https://play.google.com/store/apps/details?id=com.activision.boz
185,Star Wars ™: DIRTY,GAME,4.5,38207,15M,"100,000+",Paid,$9.99,Teen,Role Playing,"October 19, 2015",1.0.6,4.1 and up,
186,Monument Valley 2,GAME,4.6,9394,33M,"100,000+",Paid,$4.99,Everyone,Puzzle,"November 30, 2017",1.2.9,4.4 and up,https://play.google.com/store/apps/details?id=com.ustwo.monumentvalley2
187,DRAGON BALL LEGENDS,GAME,4.6,337913,48M,"5,000,000+",Free,0,Teen,Action,"August 3, 2018",1.11.0,6.0 and up,https://play.google.com/store/apps/details?id=com.bandainamcoent.dblegends_ww
188,ROBLOX,GAME,4.5,4449882,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,
189,Candy Crush Saga,GAME,4.4,22429716,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,https://play.google.com/store/apps/details?id=com.king.candycrushsaga
190,Angry Birds 2,GAME,4.6,3883589,57M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",2.21.1,4.1 and up,https://play.google.com/store/apps/details?id=com.rovio.baba
191,8 Ball Pool,GAME,4.5,14200550,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.miniclip.eightballpool
192,Fallout Shelter,GAME,4.6,2719142,25M,"10,000,000+",Free,0,Teen,Simulation,"June 11, 2018",1.13.12,4.1 and up,https://play.google.com/store/apps/details?id=com.bethsoft.falloutshelter
193,Harry Potter: Hogwarts Mystery,GAME,4.4,1107197,Varies with device,"10,000,000+",Free,0,Teen,Adventure,"August 1, 2018",1.8.2,4.4 and up,https://play.google.com/store/apps/details?id=com.tinyco.potter
194,PUBG MOBILE,GAME,4.4,3716278,36M,"50,000,000+",Free,0,Teen,Action,"July 24, 2018",0.7.0,4.3 and up,
195,The Sims™ FreePlay,GAME,4.3,931595,31M,"10,000,000+",Free,0,Teen,Simulation,"July 16, 2018",5.39.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.ea.games.simsfreeplay_na
196,MARVEL Strike Force,GAME,4.3,165928,91M,"5,000,000+",Free,0,Teen,Role Playing,"July 31, 2018",1.4.0,4.4 and up,
197,Best Fiends - Free Puzzle Game,GAME,4.6,1480189,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"August 2, 2018",5.8.1,Varies with device,https://play.google.com/store/apps/details?id=com.Seriously.BestFiends
198,MARVEL Contest of Champions,GAME,4.3,2468063,92M,"50,000,000+",Free,0,Teen,Action,"July 30, 2018",19.1.0,4.0.3 and up,
199,Jurassic World™ Alive,GAME,4.3,309176,70M,"5,000,000+",Free,0,Everyone 10+,Simulation,"August 2, 2018",1.3.15,4.4 and up,
200,Choices: Stories You Play,GAME,4.6,807338,93M,"10,000,000+",Free,0,Teen,Simulation,"July 30, 2018",2.3.5,4.0.3 and up,https://play.google.com/store/apps/details?id=com.pixelberrystudios.choices
201,Solitaire TriPeaks,GAME,4.5,446434,52M,"10,000,000+",Free,0,Everyone,Card,"August 1, 2018",4.6.2.46103,4.0.3 and up,https://play.google.com/store/apps/details?id=solitaire.fish.rescue.bubble.ocean.solitaire.save.mermaid
202,Merge Dragons!,GAME,4.5,214819,91M,"5,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3.6.0,4.1 and up,https://play.google.com/store/apps/details?id=com.gramgames.mergedragons
203,The Walking Dead: Road to Survival,GAME,4.2,522466,37M,"10,000,000+",Free,0,Mature 17+,Role Playing,"June 19, 2018",12.0.4.62276,4.0.3 and up,https://play.google.com/store/apps/details?id=com.scopely.headshot
204,Hustle Castle: Fantasy Kingdom,GAME,4.7,584126,64M,"10,000,000+",Free,0,Everyone 10+,Role Playing,"July 27, 2018",1.5.4,4.1 and up,
205,Might & Magic: Elemental Guardians,GAME,4.3,32551,35M,"500,000+",Free,0,Mature 17+,Role Playing,"July 12, 2018",1.93,4.4 and up,
206,Game of Thrones: Conquest™,GAME,4.0,90218,97M,"1,000,000+",Free,0,Teen,Strategy,"August 3, 2018",1.8.225278,6.0 and up,
207,Love Nikki-Dress UP Queen,GAME,4.4,212524,93M,"5,000,000+",Free,0,Everyone,Role Playing,"July 24, 2018",3.0.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.elex.nikkigp
208,Summoners War,GAME,4.3,2045554,28M,"50,000,000+",Free,0,Teen,Role Playing,"July 30, 2018",4.0.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.com2us.smon.normal.freefull.google.kr.android.common
209,FINAL FANTASY BRAVE EXVIUS,GAME,4.6,745684,83M,"5,000,000+",Free,0,Teen,Role Playing,"July 17, 2018",3.0.2,4.0.3 and up,
210,Idle Heroes,GAME,4.7,416540,99M,"10,000,000+",Free,0,Everyone 10+,Role Playing,"May 30, 2018",1.14.0,2.3 and up,https://play.google.com/store/apps/details?id=com.droidhang.ad
211,Fate/Grand Order (English),GAME,4.4,16601,55M,"500,000+",Free,0,Teen,Role Playing,"July 26, 2018",1.18.0,4.0 and up,https://play.google.com/store/apps/details?id=com.aniplex.fategrandorder.en
212,Honkai Impact 3rd,GAME,4.7,59017,82M,"1,000,000+",Free,0,Teen,Action,"July 3, 2018",2.2.1,4.3 and up,https://play.google.com/store/apps/details?id=com.miHoYo.bh3global
213,Lords Mobile: Battle of the Empires - Strategy RPG,GAME,4.4,3057481,14M,"50,000,000+",Free,0,Teen,Strategy,"July 26, 2018",1.76,2.3 and up,
214,War and Order,GAME,4.3,224514,81M,"5,000,000+",Free,0,Teen,Strategy,"July 18, 2018",1.1.8,4.0.3 and up,https://play.google.com/store/apps/details?id=com.camelgames.superking
215,Dungeon Hunter Champions: Epic Online Action RPG,GAME,4.2,26247,Varies with device,"1,000,000+",Free,0,Teen,Role Playing,"July 26, 2018",1.1.40,4.0.3 and up,https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftD6HM
216,Candy Crush Saga,GAME,4.4,22430188,74M,"500,000,000+",Free,0,Everyone,Casual,"July 5, 2018",1.129.0.2,4.1 and up,https://play.google.com/store/apps/details?id=com.king.candycrushsaga
217,ROBLOX,GAME,4.5,4449910,67M,"100,000,000+",Free,0,Everyone 10+,Adventure;Action & Adventure,"July 31, 2018",2.347.225742,4.1 and up,
218,8 Ball Pool,GAME,4.5,14201891,52M,"100,000,000+",Free,0,Everyone,Sports,"July 31, 2018",4.0.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.miniclip.eightballpool
219,Subway Surfers,GAME,4.5,27725352,76M,"1,000,000,000+",Free,0,Everyone 10+,Arcade,"July 12, 2018",1.90.0,4.1 and up,https://play.google.com/store/apps/details?id=com.kiloo.subwaysurf
220,Candy Crush Soda Saga,GAME,4.4,6199095,67M,"100,000,000+",Free,0,Everyone,Casual,"July 10, 2018",1.118.4,4.1 and up,https://play.google.com/store/apps/details?id=com.king.candycrushsodasaga
221,Zombie Hunter King,GAME,4.3,10493,50M,"1,000,000+",Free,0,Mature 17+,Action,"August 1, 2018",1.0.8,2.3 and up,https://play.google.com/store/apps/details?id=com.mobirix.zombieking
222,Bubble Shooter,GAME,4.5,148945,46M,"10,000,000+",Free,0,Everyone,Casual,"July 17, 2018",1.20.1,4.0.3 and up,https://play.google.com/store/apps/details?id=com.gdl.Main
223,Toon Blast,GAME,4.7,1351771,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 30, 2018",3196,4.1 and up,https://play.google.com/store/apps/details?id=net.peakgames.toonblast
224,Toy Blast,GAME,4.7,1889582,Varies with device,"50,000,000+",Free,0,Everyone,Puzzle,"July 23, 2018",5423,4.1 and up,https://play.google.com/store/apps/details?id=net.peakgames.amy
225,Clash Royale,GAME,4.6,23136735,97M,"100,000,000+",Free,0,Everyone 10+,Strategy,"June 27, 2018",2.3.2,4.1 and up,https://play.google.com/store/apps/details?id=com.supercell.clashroyale
226,Clash of Clans,GAME,4.6,44893888,98M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 15, 2018",10.322.16,4.1 and up,https://play.google.com/store/apps/details?id=com.supercell.clashofclans
227,Farm Heroes Saga,GAME,4.4,7614415,70M,"100,000,000+",Free,0,Everyone,Casual,"July 26, 2018",5.1.8,2.3 and up,https://play.google.com/store/apps/details?id=com.king.farmheroessaga
228,Plants vs. Zombies FREE,GAME,4.4,4067651,69M,"100,000,000+",Free,0,Everyone 10+,Strategy,"July 6, 2018",2.2.00,4.1 and up,https://play.google.com/store/apps/details?id=com.ea.game.pvzfree_row
229,Word Search,GAME,4.7,295576,3.9M,"10,000,000+",Free,0,Everyone,Word,"June 6, 2018",1.1.3,3.0 and up,https://play.google.com/store/apps/details?id=com.littletreehouse.wordsearchapp
230,Block Puzzle,GAME,4.6,59907,7.8M,"5,000,000+",Free,0,Everyone,Puzzle,"March 6, 2018",2.9,2.3 and up,https://play.google.com/store/apps/details?id=com.Kanaro.Dodoblockpuzzle
231,Super Jim Jump - pixel 3d,GAME,4.5,10460,18M,"1,000,000+",Free,0,Everyone,Arcade,"July 11, 2018",2.2.3181,4.0 and up,https://play.google.com/store/apps/details?id=com.superbros.adventure.jump.free
232,Pou,GAME,4.3,10486018,24M,"500,000,000+",Free,0,Everyone,Casual,"May 25, 2018",1.4.77,4.0 and up,https://play.google.com/store/apps/details?id=me.pou.app
233,Temple Run 2,GAME,4.3,8119151,62M,"500,000,000+",Free,0,Everyone,Action,"July 5, 2018",1.49.1,4.0 and up,https://play.google.com/store/apps/details?id=com.imangi.templerun2
234,Flow Free,GAME,4.3,1295625,11M,"100,000,000+",Free,0,Everyone,Puzzle,"April 11, 2018",4.0,4.1 and up,https://play.google.com/store/apps/details?id=com.bigduckgames.flow
235,Homescapes,GAME,4.6,3093932,Varies with device,"10,000,000+",Free,0,Everyone,Casual,"July 13, 2018",1.8.0.900,4.0.3 and up,https://play.google.com/store/apps/details?id=com.playrix.homescapes
236,Wordscapes,GAME,4.8,230849,87M,"10,000,000+",Free,0,Everyone,Word,"August 2, 2018",1.0.47,4.1 and up,https://play.google.com/store/apps/details?id=com.peoplefun.wordcross
237,My Talking Angela,GAME,4.5,9883367,99M,"100,000,000+",Free,0,Everyone,Casual,"July 3, 2018",3.7.2.51,4.1 and up,https://play.google.com/store/apps/details?id=com.outfit7.mytalkingangelafree
238,slither.io,GAME,4.4,5235294,Varies with device,"100,000,000+",Free,0,Everyone,Action,"November 14, 2017",Varies with device,2.3 and up,https://play.google.com/store/apps/details?id=air.com.hypah.io.slither
239,Cooking Fever,GAME,4.5,3198176,82M,"100,000,000+",Free,0,Everyone,Arcade,"July 12, 2018",2.8.0,4.0.3 and up,https://play.google.com/store/apps/details?id=com.nordcurrent.canteenhd
240,Yes day,GAME,4.5,10055521,94M,"100,000,000+",Free,0,Everyone,Casual,"June 28, 2018",1_39_93,4.0.3 and up,
241,Gardenscapes,GAME,4.6,4129665,Varies with device,"50,000,000+",Free,0,Everyone,Casual,"July 13, 2018",2.6.2,4.0.3 and up,https://play.google.com/store/apps/details?id=com.playrix.gardenscapes
242,Fishdom,GAME,4.6,2158580,Varies with device,"10,000,000+",Free,0,Everyone,Puzzle,"July 19, 2018",2.21.5,4.0.3 and up,https://play.google.com/store/apps/details?id=com.playrix.fishdomdd.gplay
243,Galaxy Attack: Alien Shooter,GAME,4.6,506593,Varies with device,"10,000,000+",Free,0,Everyone,Arcade,"August 1, 2018",5.66,4.1 and up,https://play.google.com/store/apps/details?id=com.alien.shooter.galaxy.attack
244,Score! Hero,GAME,4.6,5419676,96M,"100,000,000+",Free,0,Everyone,Sports,"June 13, 2018",1.751,4.4 and up,https://play.google.com/store/apps/details?id=com.firsttouchgames.story
245,Zombie Catchers,GAME,4.7,990723,75M,"10,000,000+",Free,0,Everyone,Action,"May 24, 2018",1.0.27,4.1 and up,
246,Magic Tiles 3,GAME,4.5,592504,Varies with device,"50,000,000+",Free,0,Everyone,Music,"August 3, 2018",5.13.007,4.1 and up,https://play.google.com/store/apps/details?id=com.youmusic.magictiles
247,Jewels Star: OZ adventure,GAME,4.5,21892,14M,"1,000,000+",Free,0,Everyone,Puzzle,"December 29, 2017",1.3,4.0 and up,https://play.google.com/store/apps/details?id=com.flyairup.matchgame.JewelStarBlaze
248,Granny,GAME,4.5,1138239,59M,"50,000,000+",Free,0,Teen,Arcade,"May 29, 2018",1.4.0.1,4.0 and up,https://play.google.com/store/apps/details?id=com.dvloper.granny
249,Dream League Soccer 2018,GAME,4.6,9883806,74M,"100,000,000+",Free,0,Everyone,Sports,"July 16, 2018",5.064,4.4 and up,
250,Sweet Fruit Candy,GAME,4.5,197540,29M,"10,000,000+",Free,0,Everyone,Puzzle,"July 16, 2018",79.0,4.1 and up,https://play.google.com/store/apps/details?id=com.kunapuzzlematch.SweetFruitCandy
251,Fruits Bomb,GAME,4.4,74695,17M,"10,000,000+",Free,0,Everyone,Casual,"July 6, 2018",3.3.3179,4.0.3 and up,https://play.google.com/store/apps/details?id=com.kunapuzzlematch.FruitsBomb
252,Angry Birds Classic,GAME,4.4,5566889,97M,"100,000,000+",Free,0,Everyone,Arcade,"May 24, 2018",7.9.3,4.1 and up,
253,Talking Tom Gold Run,GAME,4.6,2698882,78M,"100,000,000+",Free,0,Everyone,Action,"July 31, 2018",2.8.2.59,4.1 and up,https://play.google.com/store/apps/details?id=com.outfit7.talkingtomgoldrun
